Location,county,IndexYear,Population,Total,Rate,PrsnTotal,PrsnRate,Murder,Manslaughter,Forcible_Sex,Assault,Non_Forcible_Sex,Kidnapping_Abduction,Human_Trafficking,Viol_Of_No_Contact,PrprtyTotal,PrprtyRate,Arson,Bribery,Burglary,Counterfeiting_Forgery,Destruction_of_Property,Extortion_Blackmail,Robbery,Theft,SctyTotal,SctyRate,Drug_Violations,Gambling_Violations,Pornography,Prostitution,Weapon_Law_Violation,Animal_Cruelty
Moses Lake Police Department,GRANT,2014,21600.0,2983,138.1,639,29.58333333,1,0,30,482,3,17,0,106.0,2030,93.98148148,8,0,286,69,343,0,21,1303.0,314,14.53703704,264,0,3,0,47,0
Moses Lake Police Department,GRANT,2015,22080.0,2954,133.8,608,27.5362319,1,0,30,442,2,15,0,118.0,2043,92.5271739,3,1,274,31,282,2,29,1421.0,303,13.7228261,262,0,0,1,40,0
Moses Lake Police Department,GRANT,2016,22250.0,2803,126.0,589,26.47191011,1,0,18,461,1,16,0,92.0,1894,85.12359551,4,0,262,56,302,1,12,1257.0,320,14.38202247,269,0,1,1,49,0
Moses Lake Police Department,GRANT,2017,22720.0,2331,102.6,538,23.67957746,0,0,24,422,2,13,0,77.0,1467,64.56866197,2,0,165,39,198,1,19,1043.0,326,14.34859155,292,0,3,2,29,0
Moses Lake Police Department,GRANT,2018,23660.0,1993,84.2,372,15.7227388,0,0,13,304,1,10,0,44.0,1398,59.08706678,3,0,178,53,178,0,11,975.0,223,9.425190194,194,0,4,0,24,1
Moses Lake Police Department,GRANT,2019,24220.0,1618,66.8,365,15.07018993,0,0,6,308,1,9,0,41.0,1002,41.37076796,3,1,163,9,118,1,17,690.0,251,10.36333609,199,0,3,1,45,3
Moses Lake Police Department,GRANT,2020,24620.0,1888,76.7,361,14.66287571,0,0,5,288,1,4,0,63.0,1265,51.38099106,5,0,135,21,158,0,17,929.0,262,10.64175467,222,0,1,0,37,2
Moses Lake Police Department,GRANT,2021,25330.0,2298,90.7,501,19.77891828,3,0,11,408,1,4,0,74.0,1644,64.90327675,7,0,185,15,241,1,19,1176.0,153,6.040268456,94,0,0,0,58,1
Quincy Police Department,GRANT,2012,6945.0,651,93.7,141,20.30237581,0,0,9,107,1,0,0,24.0,455,65.51475882,1,0,103,2,206,0,1,142.0,55,7.919366451,51,0,0,0,4,0
Quincy Police Department,GRANT,2013,7019.0,696,99.2,122,17.38139336,0,0,6,106,0,1,0,9.0,542,77.21897706,2,0,106,0,161,0,1,272.0,32,4.559053996,27,0,0,0,5,0
Quincy Police Department,GRANT,2014,7236.0,861,119.0,147,20.31509121,0,0,3,122,0,7,0,15.0,661,91.3488115,2,0,146,0,259,0,2,252.0,53,7.324488668,45,0,0,0,8,0
Quincy Police Department,GRANT,2015,7270.0,907,124.8,133,18.2943604,0,0,7,113,0,5,0,8.0,719,98.8995873,1,0,124,2,320,0,4,268.0,55,7.565337,51,0,0,0,4,0
Quincy Police Department,GRANT,2016,7345.0,760,103.5,152,20.6943499,0,0,6,119,0,3,0,24.0,557,75.83390061,0,0,102,2,249,0,5,199.0,51,6.943498979,47,0,1,0,3,0
Quincy Police Department,GRANT,2017,7370.0,627,85.1,115,15.60379919,2,0,3,93,2,2,0,13.0,480,65.12890095,0,0,44,2,206,0,2,226.0,32,4.34192673,18,0,1,0,13,0
Quincy Police Department,GRANT,2018,7510.0,846,112.6,129,17.1770972,0,0,6,94,0,5,0,24.0,653,86.95073236,3,0,81,5,242,0,2,320.0,64,8.521970706,49,0,0,0,14,1
Quincy Police Department,GRANT,2019,7720.0,420,54.4,88,11.39896373,0,0,3,69,0,3,0,13.0,301,38.98963731,1,0,71,8,99,0,2,120.0,31,4.015544041,21,0,0,0,10,0
Quincy Police Department,GRANT,2020,7930.0,453,57.1,132,16.64564943,0,0,5,86,0,3,0,38.0,287,36.19167718,0,1,49,3,93,0,0,141.0,34,4.287515763,22,0,0,0,10,2
Quincy Police Department,GRANT,2021,8170.0,376,46.0,116,14.19828641,0,0,12,81,0,3,0,20.0,241,29.49816401,2,0,25,0,94,0,1,119.0,19,2.325581395,5,0,0,0,12,2
Royal City Police Department,GRANT,2012,2160.0,82,38.0,15,6.944444444,0,0,0,15,0,0,0,0.0,59,27.31481481,0,0,4,0,30,0,1,24.0,8,3.703703704,6,0,0,0,2,0
Royal City Police Department,GRANT,2013,2190.0,105,47.9,20,9.132420091,0,0,0,19,0,1,0,0.0,75,34.24657534,1,0,13,0,31,0,2,28.0,10,4.566210046,6,0,0,0,4,0
Royal City Police Department,GRANT,2014,2210.0,73,33.0,22,9.954751131,0,0,1,21,0,0,0,0.0,47,21.26696833,0,0,4,0,10,0,3,30.0,4,1.809954751,3,0,0,0,1,0
Royal City Police Department,GRANT,2015,2235.0,77,34.5,11,4.9217002,1,0,1,9,0,0,0,0.0,60,26.8456376,2,0,13,0,19,0,0,26.0,6,2.6845638,3,0,0,0,3,0
Royal City Police Department,GRANT,2016,2240.0,58,25.9,12,5.357142857,0,0,1,11,0,0,0,0.0,43,19.19642857,0,0,6,0,13,0,0,24.0,3,1.339285714,3,0,0,0,0,0
Royal City Police Department,GRANT,2017,2245.0,54,24.1,8,3.563474388,0,0,0,8,0,0,0,0.0,43,19.15367483,0,0,10,0,10,0,0,23.0,3,1.336302895,0,0,0,0,3,0
Royal City Police Department,GRANT,2018,2275.0,69,30.3,10,4.395604396,0,0,0,9,0,1,0,0.0,56,24.61538462,0,0,2,0,34,0,2,18.0,3,1.318681319,2,0,0,0,1,0
Royal City Police Department,GRANT,2019,2295.0,60,26.1,15,6.535947712,0,0,1,13,0,1,0,0.0,37,16.12200436,0,0,10,1,7,0,0,19.0,8,3.48583878,6,0,0,0,1,1
Royal City Police Department,GRANT,2020,2605.0,59,22.6,20,7.677543186,0,0,3,14,0,2,0,1.0,38,14.58733205,0,0,10,0,4,0,1,23.0,1,0.383877159,0,0,0,0,1,0
Royal City Police Department,GRANT,2021,2715.0,52,19.2,6,2.209944751,0,0,0,4,0,0,0,2.0,44,16.20626151,0,0,8,0,10,0,0,26.0,2,0.73664825,1,0,0,0,1,0
Soap Lake Police Department,GRANT,2012,1520.0,99,65.1,33,21.71052632,0,0,2,28,0,0,0,3.0,61,40.13157895,1,0,13,0,3,0,1,43.0,5,3.289473684,4,0,0,0,1,0
Soap Lake Police Department,GRANT,2015,1520.0,87,57.2,37,24.3421053,0,0,1,33,0,0,0,3.0,42,27.6315789,0,0,13,0,9,0,0,20.0,8,5.2631579,8,0,0,0,0,0
Soap Lake Police Department,GRANT,2016,1535.0,158,102.9,63,41.04234528,0,0,1,54,0,0,0,8.0,85,55.37459283,0,0,36,0,7,0,1,41.0,10,6.51465798,9,0,1,0,0,0
Soap Lake Police Department,GRANT,2017,1550.0,143,92.3,85,54.83870968,0,0,1,59,0,0,0,25.0,51,32.90322581,0,0,8,0,8,0,1,34.0,7,4.516129032,7,0,0,0,0,0
Soap Lake Police Department,GRANT,2018,1575.0,121,76.8,70,44.44444444,0,0,0,45,0,0,0,25.0,48,30.47619048,0,0,0,2,10,0,0,36.0,3,1.904761905,2,0,0,0,0,1
Soap Lake Police Department,GRANT,2019,1585.0,122,77.0,29,18.29652997,0,0,0,24,0,0,0,5.0,81,51.10410095,0,0,16,0,13,0,1,51.0,12,7.570977918,9,0,0,0,3,0
Soap Lake Police Department,GRANT,2020,1575.0,124,78.7,28,17.77777778,0,0,0,18,0,1,0,9.0,90,57.14285714,0,0,20,1,25,0,0,44.0,6,3.80952381,4,0,0,0,2,0
Soap Lake Police Department,GRANT,2021,1590.0,109,68.6,39,24.52830189,0,0,0,30,0,0,0,9.0,66,41.50943396,0,0,9,1,10,0,0,46.0,4,2.51572327,3,0,0,0,1,0
Warden Police Department,GRANT,2012,2695.0,148,54.9,20,7.421150278,0,0,0,17,0,0,0,3.0,125,46.38218924,0,0,9,2,82,0,0,32.0,3,1.113172542,3,0,0,0,0,0
Warden Police Department,GRANT,2013,2705.0,139,51.4,14,5.175600739,0,0,0,12,0,0,0,2.0,124,45.84103512,0,0,11,0,41,0,0,72.0,1,0.369685767,1,0,0,0,0,0
Warden Police Department,GRANT,2014,2710.0,126,46.5,24,8.856088561,0,0,1,20,0,0,0,3.0,101,37.26937269,1,0,6,0,45,0,0,49.0,1,0.36900369,1,0,0,0,0,0
Warden Police Department,GRANT,2015,2710.0,135,49.8,17,6.2730627,0,0,0,17,0,0,0,0.0,117,43.1734317,0,0,1,0,48,0,0,68.0,1,0.3690037,1,0,0,0,0,0
Warden Police Department,GRANT,2016,2720.0,98,36.0,20,7.352941176,0,0,1,12,0,0,0,7.0,69,25.36764706,0,0,4,2,28,0,1,34.0,9,3.308823529,9,0,0,0,0,0
Warden Police Department,GRANT,2017,2730.0,136,49.8,33,12.08791209,0,0,0,23,1,1,0,8.0,99,36.26373626,0,0,10,1,23,0,1,64.0,4,1.465201465,3,0,0,0,1,0
Warden Police Department,GRANT,2018,2745.0,168,61.2,37,13.47905282,0,0,1,27,2,4,0,3.0,118,42.98724954,0,0,20,2,25,0,0,71.0,13,4.735883424,9,0,0,0,4,0
Warden Police Department,GRANT,2019,2765.0,106,38.3,26,9.403254973,0,0,1,25,0,0,0,0.0,71,25.67811935,0,0,12,3,18,0,0,38.0,9,3.254972875,8,0,0,0,1,0
Warden Police Department,GRANT,2020,2800.0,109,38.9,33,11.78571429,0,0,4,21,0,0,0,8.0,68,24.28571429,1,0,11,2,16,0,0,38.0,8,2.857142857,3,0,0,0,5,0
Warden Police Department,GRANT,2021,2865.0,146,51.0,48,16.7539267,0,0,1,31,0,0,0,16.0,89,31.06457243,1,0,12,2,31,0,0,43.0,9,3.141361257,3,0,0,0,4,2
Aberdeen Police Department,GRAYS HARBOR,2012,16890.0,2023,119.8,446,26.40615749,1,0,46,285,4,4,0,106.0,1153,68.26524571,2,0,221,31,118,0,19,762.0,424,25.1036116,358,0,3,23,40,0
Aberdeen Police Department,GRAYS HARBOR,2013,16860.0,1948,115.5,412,24.43653618,0,0,52,244,1,5,0,110.0,1221,72.41992883,5,0,210,14,138,0,13,841.0,315,18.68327402,280,0,3,1,31,0
Aberdeen Police Department,GRAYS HARBOR,2014,16850.0,2095,124.3,519,30.80118694,1,0,51,346,2,8,0,111.0,1238,73.47181009,3,0,244,18,141,0,21,811.0,338,20.05934718,279,0,2,9,48,0
Aberdeen Police Department,GRAYS HARBOR,2015,16780.0,2056,122.5,530,31.5852205,1,0,46,361,0,2,0,120.0,1152,68.6531585,2,1,261,12,141,0,29,706.0,374,22.2884386,300,0,1,5,68,0
Aberdeen Police Department,GRAYS HARBOR,2016,16780.0,1855,110.5,594,35.39928486,1,0,72,372,0,4,0,145.0,969,57.74731824,5,0,160,25,131,1,19,628.0,292,17.40166865,247,0,2,0,43,0
Aberdeen Police Department,GRAYS HARBOR,2017,16740.0,1874,111.9,583,34.82676225,0,0,60,395,4,1,0,123.0,995,59.43847073,6,0,139,26,122,0,22,680.0,296,17.68219833,251,0,1,0,42,2
Aberdeen Police Department,GRAYS HARBOR,2018,16760.0,1938,115.6,577,34.42720764,0,0,46,400,1,3,0,127.0,1066,63.60381862,3,0,166,23,114,1,16,743.0,295,17.60143198,266,0,2,0,24,3
Aberdeen Police Department,GRAYS HARBOR,2019,16880.0,1917,113.6,589,34.89336493,1,0,58,394,0,7,0,129.0,951,56.33886256,6,0,129,29,138,1,14,634.0,377,22.33412322,341,0,7,0,29,0
Aberdeen Police Department,GRAYS HARBOR,2020,16890.0,1857,109.9,488,28.892836,0,0,38,356,0,4,0,90.0,1018,60.2723505,6,1,129,39,131,1,8,703.0,351,20.78152753,284,0,4,16,46,1
Aberdeen Police Department,GRAYS HARBOR,2021,17020.0,1450,85.2,453,26.61574618,1,0,50,281,0,3,0,118.0,838,49.23619271,6,0,127,24,105,1,12,563.0,159,9.341950646,122,0,1,0,35,1
COUNTY TOTAL,GRAYS HARBOR,2012,58750.0,3589,61.1,806,13.7,2,0,91,535,4,6,0,168.0,2164,36.8,8,0,436,43,314,0,28,1335.0,619,10.5,527,0,5,23,64,0
COUNTY TOTAL,GRAYS HARBOR,2013,73200.0,4728,64.6,1139,15.6,1,0,129,739,2,6,0,262.0,3046,41.6,9,1,670,21,484,1,21,1839.0,543,7.4,478,0,6,1,58,0
COUNTY TOTAL,GRAYS HARBOR,2014,71640.0,4534,63.3,1299,18.1,1,0,136,895,3,9,0,255.0,2692,37.6,9,0,552,34,421,1,33,1642.0,543,7.6,442,0,5,9,87,0
COUNTY TOTAL,GRAYS HARBOR,2015,71430.0,4939,69.1,1496,20.9,1,0,122,1020,0,8,0,345.0,2800,39.2,6,1,604,29,492,0,38,1630.0,643,9,514,0,5,5,119,0
COUNTY TOTAL,GRAYS HARBOR,2016,71135.0,4440,62.4,1421,20,3,0,157,917,0,6,0,338.0,2483,34.9,16,0,418,39,457,2,24,1527.0,536,7.5,436,0,16,1,83,0
COUNTY TOTAL,GRAYS HARBOR,2017,71481.0,4868,68.1,1464,20.5,3,0,153,989,6,4,0,309.0,2811,39.3,12,0,555,47,536,0,35,1626.0,593,8.3,480,0,14,2,86,11
COUNTY TOTAL,GRAYS HARBOR,2018,71850.0,4616,64.2,1437,20,1,0,118,982,2,9,0,325.0,2546,35.4,10,0,457,35,427,1,22,1594.0,633,8.8,524,0,15,0,80,14
COUNTY TOTAL,GRAYS HARBOR,2019,72373.0,4012,55.4,1298,17.9,2,0,127,878,1,9,0,281.0,1950,26.9,11,0,299,42,406,2,17,1173.0,764,10.6,663,0,13,0,83,5
COUNTY TOTAL,GRAYS HARBOR,2020,72905.0,4273,58.6,1338,18.4,2,0,104,929,1,7,0,295.0,2202,30.2,14,1,318,47,448,2,13,1359.0,733,10.1,588,0,13,17,112,3
COUNTY TOTAL,GRAYS HARBOR,2021,73600,3530,48,1231,16.7,3,0,116,849,1,9,0,307,1963,26.7,16,0,333,36,425,2,24,1261,336,4.6,285,0,6,0,74,5
Chehalis Tribal Police Department,GRAYS HARBOR,2021,0.0,,,,,0,0,3,51,0,0,0,0.0,,,1,0,15,4,15,0,1,98.0,,,33,0,0,0,1,0
Cosmopolis Police Department,GRAYS HARBOR,2012,1640.0,18,11.0,1,0.609756098,0,0,0,1,0,0,0,0.0,16,9.756097561,0,0,4,0,0,0,0,12.0,1,0.609756098,1,0,0,0,0,0
Cosmopolis Police Department,GRAYS HARBOR,2013,1650.0,31,18.8,4,2.424242424,0,0,0,4,0,0,0,0.0,27,16.36363636,0,0,6,0,0,0,0,21.0,0,0,0,0,0,0,0,0
Cosmopolis Police Department,GRAYS HARBOR,2014,1645.0,52,31.6,2,1.215805471,0,0,0,2,0,0,0,0.0,50,30.39513678,0,0,3,0,1,0,0,46.0,0,0,0,0,0,0,0,0
Cosmopolis Police Department,GRAYS HARBOR,2015,1640.0,37,22.6,4,2.4390244,0,0,0,4,0,0,0,0.0,32,19.5121951,0,0,12,0,0,0,0,20.0,1,0.6097561,1,0,0,0,0,0
Cosmopolis Police Department,GRAYS HARBOR,2016,1650.0,21,12.7,5,3.03030303,0,0,0,3,0,0,0,2.0,15,9.090909091,1,0,1,0,0,0,0,13.0,1,0.606060606,0,0,0,1,0,0
Cosmopolis Police Department,GRAYS HARBOR,2017,1660.0,33,19.9,6,3.614457831,0,0,0,6,0,0,0,0.0,26,15.6626506,0,0,4,0,3,0,0,19.0,1,0.602409639,0,0,0,1,0,0
Cosmopolis Police Department,GRAYS HARBOR,2018,1665.0,38,22.8,1,0.600600601,0,0,0,1,0,0,0,0.0,37,22.22222222,0,0,2,0,1,0,0,34.0,0,0,0,0,0,0,0,0
Cosmopolis Police Department,GRAYS HARBOR,2019,1680.0,4,2.4,1,0.595238095,0,0,0,1,0,0,0,0.0,3,1.785714286,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0
Cosmopolis Police Department,GRAYS HARBOR,2020,1695.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Cosmopolis Police Department,GRAYS HARBOR,2021,1720.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Elma Police Department,GRAYS HARBOR,2012,3110.0,400,128.6,64,20.57877814,0,0,3,53,0,0,0,8.0,278,89.38906752,1,0,39,2,39,0,3,194.0,58,18.64951768,54,0,0,0,4,0
Elma Police Department,GRAYS HARBOR,2013,3115.0,260,83.5,50,16.05136437,0,0,2,39,0,0,0,9.0,188,60.35313002,0,0,39,3,27,0,0,119.0,22,7.062600321,21,0,0,0,1,0
Elma Police Department,GRAYS HARBOR,2014,3130.0,278,88.8,77,24.60063898,0,0,8,55,0,0,0,14.0,164,52.39616613,0,0,37,2,24,0,2,99.0,37,11.82108626,31,0,0,0,6,0
Elma Police Department,GRAYS HARBOR,2015,3135.0,283,90.3,58,18.5007974,0,0,1,46,0,0,0,11.0,171,54.5454545,0,0,35,4,29,0,0,103.0,54,17.2248804,51,0,1,0,2,0
Elma Police Department,GRAYS HARBOR,2016,3145.0,269,85.5,69,21.93958665,0,0,5,47,0,1,0,16.0,163,51.82829889,0,0,38,5,17,0,1,102.0,37,11.76470588,35,0,1,0,1,0
Elma Police Department,GRAYS HARBOR,2017,3351.0,226,67.4,65,19.39719487,0,0,3,50,0,0,0,12.0,135,40.28648165,0,0,21,4,16,0,4,90.0,26,7.758877947,23,0,0,0,2,1
Elma Police Department,GRAYS HARBOR,2018,3360.0,259,77.1,99,29.46428571,0,0,5,72,0,0,0,22.0,134,39.88095238,1,0,17,2,32,0,0,82.0,26,7.738095238,19,0,1,0,6,0
Elma Police Department,GRAYS HARBOR,2019,3375.0,165,48.9,77,22.81481481,0,0,8,60,0,0,0,9.0,74,21.92592593,0,0,6,0,18,1,0,49.0,14,4.148148148,14,0,0,0,0,0
Elma Police Department,GRAYS HARBOR,2020,3410.0,217,63.6,61,17.88856305,0,0,8,47,0,0,0,6.0,137,40.17595308,0,0,19,1,24,1,0,92.0,19,5.571847507,16,0,0,0,2,1
Elma Police Department,GRAYS HARBOR,2021,3440.0,188,54.7,57,16.56976744,1,0,4,42,0,0,0,10.0,117,34.01162791,1,0,17,1,26,0,0,72.0,14,4.069767442,12,0,0,0,2,0
Grays Harbor County Sheriffs Office,GRAYS HARBOR,2012,28610.0,765,26.7,220,7.689619014,1,0,35,136,0,2,0,46.0,453,15.83362461,3,0,130,4,96,0,5,215.0,92,3.215658861,74,0,0,0,18,0
Grays Harbor County Sheriffs Office,GRAYS HARBOR,2013,28615.0,1111,38.8,299,10.44906518,0,0,44,211,0,0,0,44.0,729,25.47614887,2,1,241,1,143,1,2,338.0,83,2.900576621,65,0,2,0,16,0
Grays Harbor County Sheriffs Office,GRAYS HARBOR,2014,28635.0,1063,37.1,404,14.10860835,0,0,58,270,0,1,0,75.0,580,20.25493277,2,0,160,7,117,1,4,289.0,79,2.758861533,55,0,3,0,21,0
Grays Harbor County Sheriffs Office,GRAYS HARBOR,2015,28475.0,1060,37.2,384,13.4855136,0,0,36,251,0,3,0,94.0,575,20.1931519,3,0,143,5,124,0,4,296.0,101,3.546971,69,0,2,0,30,0
Grays Harbor County Sheriffs Office,GRAYS HARBOR,2016,28110.0,1087,38.7,374,13.30487371,1,0,56,230,0,1,0,86.0,611,21.736037,6,0,101,5,157,1,0,341.0,102,3.628601921,72,0,7,0,23,0
Grays Harbor County Sheriffs Office,GRAYS HARBOR,2017,28190.0,1174,41.6,351,12.45122384,1,0,44,234,2,0,0,70.0,697,24.72507982,3,0,221,11,173,0,3,286.0,126,4.469670096,89,0,12,0,18,7
Grays Harbor County Sheriffs Office,GRAYS HARBOR,2018,28320.0,1039,36.7,323,11.40536723,1,0,35,213,1,2,0,71.0,595,21.00988701,4,0,138,9,139,0,2,303.0,121,4.27259887,79,0,5,0,27,10
Grays Harbor County Sheriffs Office,GRAYS HARBOR,2019,28410.0,860,30.3,309,10.87645195,1,0,35,207,0,1,0,65.0,408,14.36114044,2,0,97,8,115,0,1,185.0,143,5.03343893,109,0,5,0,26,3
Grays Harbor County Sheriffs Office,GRAYS HARBOR,2020,28675.0,845,29.5,332,11.57802964,2,0,17,225,1,1,0,86.0,368,12.83347864,5,0,79,3,108,0,1,172.0,145,5.056669573,107,0,6,0,31,1
Grays Harbor County Sheriffs Office,GRAYS HARBOR,2021,28755.0,778,27.1,303,10.53729786,1,0,23,212,1,1,0,65.0,414,14.39749609,5,0,96,3,110,0,6,194.0,61,2.121370196,38,0,5,0,16,2
Hoquiam Police Department,GRAYS HARBOR,2013,8620.0,674,78.2,174,20.18561485,0,0,19,110,0,0,0,45.0,414,48.02784223,2,0,57,1,64,0,6,284.0,86,9.976798144,79,0,0,0,7,0
Hoquiam Police Department,GRAYS HARBOR,2014,8625.0,379,43.9,102,11.82608696,0,0,11,66,0,0,0,25.0,222,25.73913043,2,0,33,2,44,0,3,138.0,55,6.376811594,48,0,0,0,7,0
Hoquiam Police Department,GRAYS HARBOR,2015,8575.0,770,89.8,285,33.2361516,0,0,22,194,0,2,0,67.0,402,46.8804665,0,0,57,3,100,0,2,240.0,83,9.6793003,72,0,0,0,11,0
Hoquiam Police Department,GRAYS HARBOR,2016,8580.0,520,60.6,141,16.43356643,1,0,11,91,0,0,0,38.0,302,35.1981352,1,0,41,0,66,0,3,191.0,77,8.974358974,63,0,3,0,11,0
Hoquiam Police Department,GRAYS HARBOR,2017,8560.0,795,92.9,231,26.98598131,2,0,26,140,0,3,0,60.0,449,52.45327103,1,0,53,2,106,0,2,285.0,115,13.43457944,97,0,0,1,17,0
Hoquiam Police Department,GRAYS HARBOR,2018,8560.0,746,87.1,226,26.40186916,0,0,17,144,0,2,0,63.0,359,41.93925234,2,0,56,0,69,0,3,229.0,161,18.80841121,145,0,2,0,13,1
Hoquiam Police Department,GRAYS HARBOR,2019,8540.0,737,86.3,203,23.7704918,0,0,17,127,0,0,0,59.0,328,38.40749415,3,0,43,3,85,0,1,193.0,206,24.12177986,186,0,1,0,18,1
Hoquiam Police Department,GRAYS HARBOR,2020,8540.0,717,84.0,228,26.69789227,0,0,27,136,0,0,0,65.0,306,35.83138173,1,0,31,0,93,0,1,180.0,183,21.42857143,163,0,1,0,19,0
Hoquiam Police Department,GRAYS HARBOR,2021,8600.0,578,67.2,191,22.20930233,0,0,20,114,0,3,0,54.0,303,35.23255814,2,0,38,2,100,0,3,158.0,84,9.76744186,70,0,0,0,14,0
McCleary Police Department,GRAYS HARBOR,2012,1655.0,11,6.6,1,0.604229607,0,0,1,0,0,0,0,0.0,10,6.042296073,0,0,3,0,1,0,0,6.0,0,0,0,0,0,0,0,0
McCleary Police Department,GRAYS HARBOR,2013,1655.0,6,3.6,0,0,0,0,0,0,0,0,0,0.0,6,3.625377644,0,0,3,0,1,0,0,2.0,0,0,0,0,0,0,0,0
Montesano Police Department,GRAYS HARBOR,2012,4050.0,160,39.5,31,7.654320988,0,0,3,22,0,0,0,6.0,111,27.40740741,0,0,8,6,20,0,1,76.0,18,4.444444444,16,0,1,0,1,0
Montesano Police Department,GRAYS HARBOR,2013,4070.0,149,36.6,34,8.353808354,0,0,4,22,0,0,0,8.0,102,25.06142506,0,0,14,2,20,0,0,66.0,13,3.194103194,13,0,0,0,0,0
Montesano Police Department,GRAYS HARBOR,2014,4075.0,163,40.0,29,7.116564417,0,0,1,23,0,0,0,5.0,116,28.46625767,0,0,14,5,28,0,0,69.0,18,4.417177914,16,0,0,0,2,0
Montesano Police Department,GRAYS HARBOR,2015,4095.0,150,36.6,39,9.5238095,0,0,5,29,0,0,0,5.0,95,23.1990232,1,0,11,0,20,0,2,61.0,16,3.9072039,12,0,1,0,3,0
Montesano Police Department,GRAYS HARBOR,2016,4105.0,148,36.1,41,9.987819732,0,0,3,33,0,0,0,5.0,98,23.87332521,0,0,8,2,16,0,1,71.0,9,2.192448234,7,0,2,0,0,0
Montesano Police Department,GRAYS HARBOR,2017,4120.0,132,32.0,39,9.466019417,0,0,5,27,0,0,0,7.0,83,20.14563107,0,0,11,2,16,0,1,53.0,10,2.427184466,10,0,0,0,0,0
Montesano Police Department,GRAYS HARBOR,2018,4155.0,168,40.4,50,12.03369434,0,0,5,33,0,1,0,11.0,108,25.99277978,0,0,16,0,14,0,0,78.0,10,2.406738869,7,0,2,0,1,0
Montesano Police Department,GRAYS HARBOR,2019,4178.0,119,28.5,41,9.813307803,0,0,2,27,1,1,0,10.0,68,16.27573001,0,0,8,1,24,0,1,34.0,10,2.393489708,8,0,0,0,2,0
Montesano Police Department,GRAYS HARBOR,2020,4175.0,138,33.1,47,11.25748503,0,0,5,31,0,0,0,11.0,81,19.4011976,0,0,4,4,19,0,0,54.0,10,2.395209581,7,0,1,0,2,0
Montesano Police Department,GRAYS HARBOR,2021,4210.0,132,31.4,51,12.11401425,0,0,3,38,0,0,0,10.0,75,17.81472684,0,0,14,2,16,1,0,42.0,6,1.425178147,4,0,0,0,2,0
Oakville Police Department,GRAYS HARBOR,2012,690.0,33,47.8,8,11.5942029,0,0,2,6,0,0,0,0.0,17,24.63768116,0,0,2,0,6,0,0,9.0,8,11.5942029,7,0,0,0,1,0
Oakville Police Department,GRAYS HARBOR,2013,690.0,51,73.9,15,21.73913043,0,0,3,11,0,0,0,1.0,35,50.72463768,0,0,11,0,10,0,0,14.0,1,1.449275362,0,0,0,0,1,0
Oakville Police Department,GRAYS HARBOR,2014,690.0,57,82.6,18,26.08695652,0,0,3,15,0,0,0,0.0,35,50.72463768,0,0,9,0,7,0,1,18.0,4,5.797101449,3,0,0,0,1,0
Oakville Police Department,GRAYS HARBOR,2015,685.0,47,68.6,13,18.9781022,0,0,2,9,0,0,0,2.0,33,48.1751825,0,0,10,0,6,0,0,17.0,1,1.459854,1,0,0,0,0,0
Oakville Police Department,GRAYS HARBOR,2016,695.0,46,66.2,14,20.14388489,0,0,3,8,0,0,0,3.0,29,41.72661871,0,0,7,1,7,0,0,14.0,3,4.316546763,2,0,0,0,1,0
Oakville Police Department,GRAYS HARBOR,2017,690.0,33,47.8,8,11.5942029,0,0,3,5,0,0,0,0.0,22,31.88405797,0,0,5,1,4,0,0,12.0,3,4.347826087,2,0,1,0,0,0
Oakville Police Department,GRAYS HARBOR,2018,690.0,33,47.8,13,18.84057971,0,0,3,7,0,0,0,3.0,19,27.53623188,0,0,7,0,4,0,0,8.0,1,1.449275362,0,0,1,0,0,0
Oakville Police Department,GRAYS HARBOR,2019,695.0,34,48.9,12,17.26618705,0,0,2,8,0,0,0,2.0,19,27.3381295,0,0,4,0,7,0,0,8.0,3,4.316546763,1,0,0,0,2,0
Oakville Police Department,GRAYS HARBOR,2020,695.0,47,67.6,20,28.77697842,0,0,2,16,0,0,0,2.0,21,30.21582734,0,0,6,0,5,0,0,10.0,6,8.633093525,3,0,0,0,3,0
Oakville Police Department,GRAYS HARBOR,2021,695.0,28,40.3,13,18.70503597,0,0,2,4,0,0,0,7.0,14,20.14388489,0,0,4,0,4,0,0,6.0,1,1.438848921,0,0,0,0,1,0
Ocean Shores Police Department,GRAYS HARBOR,2013,5815.0,385,66.2,118,20.29234738,1,0,5,70,1,1,0,40.0,249,42.82029235,0,0,77,0,59,0,0,113.0,18,3.09544282,15,0,1,0,2,0
Ocean Shores Police Department,GRAYS HARBOR,2014,5880.0,296,50.3,110,18.70748299,0,0,4,83,1,0,0,22.0,180,30.6122449,2,0,35,0,35,0,2,106.0,6,1.020408163,4,0,0,0,2,0
Ocean Shores Police Department,GRAYS HARBOR,2015,5935.0,341,57.5,131,22.0724516,0,0,4,92,0,1,0,34.0,200,33.6983993,0,0,56,0,56,0,1,87.0,10,1.68492,6,0,0,0,4,0
